prompt,intent
convert miles to km 3,unit_conversion
convert miles to km 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
grams in kg 1,unit_conversion
convert miles to km 2,unit_conversion
convert miles to km 3,unit_conversion
convert miles to km 4,unit_conversion
meters to feet 0,unit_conversion
grams in kg 1,unit_conversion
celsius to fahrenheit 2,unit_conversion
celsius to fahrenheit 3,unit_conversion
meters to feet 4,unit_conversion
convert miles to km 0,unit_conversion
grams in kg 1,unit_conversion
convert miles to km 2,unit_conversion
grams in kg 3,unit_conversion
grams in kg 4,unit_conversion
convert miles to km 0,unit_conversion
meters to feet 1,unit_conversion
celsius to fahrenheit 2,unit_conversion
celsius to fahrenheit 3,unit_conversion
grams in kg 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
celsius to fahrenheit 1,unit_conversion
celsius to fahrenheit 2,unit_conversion
grams in kg 3,unit_conversion
convert miles to km 4,unit_conversion
grams in kg 0,unit_conversion
convert miles to km 1,unit_conversion
convert miles to km 2,unit_conversion
celsius to fahrenheit 3,unit_conversion
grams in kg 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
meters to feet 1,unit_conversion
celsius to fahrenheit 2,unit_conversion
celsius to fahrenheit 3,unit_conversion
meters to feet 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
celsius to fahrenheit 1,unit_conversion
convert miles to km 2,unit_conversion
grams in kg 3,unit_conversion
celsius to fahrenheit 4,unit_conversion
meters to feet 0,unit_conversion
celsius to fahrenheit 1,unit_conversion
convert miles to km 2,unit_conversion
convert miles to km 3,unit_conversion
convert miles to km 4,unit_conversion
convert miles to km 0,unit_conversion
meters to feet 1,unit_conversion
grams in kg 2,unit_conversion
convert miles to km 3,unit_conversion
meters to feet 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
celsius to fahrenheit 1,unit_conversion
celsius to fahrenheit 2,unit_conversion
meters to feet 3,unit_conversion
celsius to fahrenheit 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
meters to feet 1,unit_conversion
grams in kg 2,unit_conversion
convert miles to km 3,unit_conversion
celsius to fahrenheit 4,unit_conversion
meters to feet 0,unit_conversion
celsius to fahrenheit 1,unit_conversion
meters to feet 2,unit_conversion
meters to feet 3,unit_conversion
celsius to fahrenheit 4,unit_conversion
meters to feet 0,unit_conversion
meters to feet 1,unit_conversion
convert miles to km 2,unit_conversion
convert miles to km 3,unit_conversion
celsius to fahrenheit 4,unit_conversion
convert miles to km 0,unit_conversion
celsius to fahrenheit 1,unit_conversion
meters to feet 2,unit_conversion
grams in kg 3,unit_conversion
meters to feet 4,unit_conversion
convert miles to km 0,unit_conversion
celsius to fahrenheit 1,unit_conversion
grams in kg 2,unit_conversion
grams in kg 3,unit_conversion
celsius to fahrenheit 4,unit_conversion
english to french 0,translation
translate hello to spanish 1,translation
translate hello to spanish 2,translation
translate hello to spanish 3,translation
english to french 4,translation
say hi in german 0,translation
translate hello to spanish 1,translation
say hi in german 2,translation
english to french 3,translation
translate thank you 4,translation
translate thank you 0,translation
english to french 1,translation
translate thank you 2,translation
say hi in german 3,translation
translate thank you 4,translation
translate thank you 0,translation
translate thank you 1,translation
english to french 2,translation
say hi in german 3,translation
english to french 4,translation
translate thank you 0,translation
english to french 1,translation
english to french 2,translation
translate hello to spanish 3,translation
translate thank you 4,translation
translate thank you 0,translation
say hi in german 1,translation
english to french 2,translation
say hi in german 3,translation
translate hello to spanish 4,translation
say hi in german 0,translation
translate thank you 1,translation
say hi in german 2,translation
translate hello to spanish 3,translation
say hi in german 4,translation
translate thank you 0,translation
translate thank you 1,translation
english to french 2,translation
say hi in german 3,translation
translate hello to spanish 4,translation
english to french 0,translation
translate hello to spanish 1,translation
translate thank you 2,translation
translate thank you 3,translation
english to french 4,translation
translate thank you 0,translation
say hi in german 1,translation
say hi in german 2,translation
translate hello to spanish 3,translation
translate thank you 4,translation
translate hello to spanish 0,translation
translate thank you 1,translation
translate thank you 2,translation
translate thank you 3,translation
translate hello to spanish 4,translation
english to french 0,translation
say hi in german 1,translation
translate thank you 2,translation
english to french 3,translation
english to french 4,translation
say hi in german 0,translation
say hi in german 1,translation
english to french 2,translation
translate hello to spanish 3,translation
translate thank you 4,translation
say hi in german 0,translation
translate thank you 1,translation
translate hello to spanish 2,translation
say hi in german 3,translation
translate hello to spanish 4,translation
translate hello to spanish 0,translation
translate thank you 1,translation
translate hello to spanish 2,translation
translate thank you 3,translation
translate thank you 4,translation
translate thank you 0,translation
english to french 1,translation
translate hello to spanish 2,translation
say hi in german 3,translation
english to french 4,translation
english to french 0,translation
translate hello to spanish 1,translation
english to french 2,translation
translate hello to spanish 3,translation
english to french 4,translation
say hi in german 0,translation
say hi in german 1,translation
english to french 2,translation
translate thank you 3,translation
english to french 4,translation
translate hello to spanish 0,translation
say hi in german 1,translation
translate thank you 2,translation
translate thank you 3,translation
translate thank you 4,translation
english to french 0,translation
say hi in german 1,translation
english to french 2,translation
translate hello to spanish 3,translation
translate hello to spanish 4,translation
say hi in german 0,translation
say hi in german 1,translation
translate thank you 2,translation
say hi in german 3,translation
english to french 4,translation
translate hello to spanish 0,translation
translate hello to spanish 1,translation
translate thank you 2,translation
translate hello to spanish 3,translation
say hi in german 4,translation
translate thank you 0,translation
say hi in german 1,translation
english to french 2,translation
translate thank you 3,translation
translate thank you 4,translation
translate hello to spanish 0,translation
say hi in german 1,translation
say hi in german 2,translation
translate hello to spanish 3,translation
translate thank you 4,translation
say hi in german 0,translation
say hi in german 1,translation
say hi in german 2,translation
translate thank you 3,translation
say hi in german 4,translation
english to french 0,translation
english to french 1,translation
translate hello to spanish 2,translation
translate hello to spanish 3,translation
translate hello to spanish 4,translation
translate thank you 0,translation
say hi in german 1,translation
english to french 2,translation
english to french 3,translation
translate thank you 4,translation
english to french 0,translation
english to french 1,translation
say hi in german 2,translation
say hi in german 3,translation
say hi in german 4,translation
translate hello to spanish 0,translation
translate hello to spanish 1,translation
translate thank you 2,translation
translate thank you 3,translation
say hi in german 4,translation
english to french 0,translation
english to french 1,translation
say hi in german 2,translation
english to french 3,translation
say hi in german 4,translation
translate thank you 0,translation
english to french 1,translation
english to french 2,translation
english to french 3,translation
english to french 4,translation
english to french 0,translation
translate thank you 1,translation
say hi in german 2,translation
say hi in german 3,translation
english to french 4,translation
translate thank you 0,translation
translate hello to spanish 1,translation
translate thank you 2,translation
english to french 3,translation
english to french 4,translation
english to french 0,translation
translate hello to spanish 1,translation
translate thank you 2,translation
say hi in german 3,translation
translate hello to spanish 4,translation
meaning of algorithm 0,dictionary
define gravity 1,dictionary
define neural network 2,dictionary
meaning of algorithm 3,dictionary
define gravity 4,dictionary
meaning of algorithm 0,dictionary
word meaning 1,dictionary
define neural network 2,dictionary
meaning of algorithm 3,dictionary
define neural network 4,dictionary
meaning of algorithm 0,dictionary
meaning of algorithm 1,dictionary
define gravity 2,dictionary
define neural network 3,dictionary
word meaning 4,dictionary
word meaning 0,dictionary
meaning of algorithm 1,dictionary
word meaning 2,dictionary
define neural network 3,dictionary
word meaning 4,dictionary
define gravity 0,dictionary
define neural network 1,dictionary
define neural network 2,dictionary
define neural network 3,dictionary
define neural network 4,dictionary
define neural network 0,dictionary
meaning of algorithm 1,dictionary
meaning of algorithm 2,dictionary
meaning of algorithm 3,dictionary
define neural network 4,dictionary
word meaning 0,dictionary
word meaning 1,dictionary
meaning of algorithm 2,dictionary
define neural network 3,dictionary
define neural network 4,dictionary
define gravity 0,dictionary
word meaning 1,dictionary
word meaning 2,dictionary
meaning of algorithm 3,dictionary
define neural network 4,dictionary
define neural network 0,dictionary
meaning of algorithm 1,dictionary
define gravity 2,dictionary
meaning of algorithm 3,dictionary
define neural network 4,dictionary
define gravity 0,dictionary
word meaning 1,dictionary
word meaning 2,dictionary
word meaning 3,dictionary
define neural network 4,dictionary
meaning of algorithm 0,dictionary
define neural network 1,dictionary
meaning of algorithm 2,dictionary
define neural network 3,dictionary
word meaning 4,dictionary
word meaning 0,dictionary
define gravity 1,dictionary
word meaning 2,dictionary
word meaning 3,dictionary
define neural network 4,dictionary
define neural network 0,dictionary
define neural network 1,dictionary
define neural network 2,dictionary
word meaning 3,dictionary
define neural network 4,dictionary
define gravity 0,dictionary
define gravity 1,dictionary
word meaning 2,dictionary
define gravity 3,dictionary
define neural network 4,dictionary
meaning of algorithm 0,dictionary
define neural network 1,dictionary
define gravity 2,dictionary
define gravity 3,dictionary
define gravity 4,dictionary
word meaning 0,dictionary
define gravity 1,dictionary
meaning of algorithm 2,dictionary
define gravity 3,dictionary
define neural network 4,dictionary
define gravity 0,dictionary
word meaning 1,dictionary
define neural network 2,dictionary
define gravity 3,dictionary
word meaning 4,dictionary
meaning of algorithm 0,dictionary
word meaning 1,dictionary
word meaning 2,dictionary
meaning of algorithm 3,dictionary
word meaning 4,dictionary
define gravity 0,dictionary
define neural network 1,dictionary
word meaning 2,dictionary
meaning of algorithm 3,dictionary
define neural network 4,dictionary
define gravity 0,dictionary
meaning of algorithm 1,dictionary
define neural network 2,dictionary
define neural network 3,dictionary
define gravity 4,dictionary
meaning of algorithm 0,dictionary
meaning of algorithm 1,dictionary
meaning of algorithm 2,dictionary
define neural network 3,dictionary
define gravity 4,dictionary
meaning of algorithm 0,dictionary
meaning of algorithm 1,dictionary
define neural network 2,dictionary
define neural network 3,dictionary
meaning of algorithm 4,dictionary
meaning of algorithm 0,dictionary
word meaning 1,dictionary
word meaning 2,dictionary
define gravity 3,dictionary
meaning of algorithm 4,dictionary
define neural network 0,dictionary
meaning of algorithm 1,dictionary
meaning of algorithm 2,dictionary
define neural network 3,dictionary
define neural network 4,dictionary
word meaning 0,dictionary
meaning of algorithm 1,dictionary
define gravity 2,dictionary
define neural network 3,dictionary
define gravity 4,dictionary
word meaning 0,dictionary
word meaning 1,dictionary
meaning of algorithm 2,dictionary
word meaning 3,dictionary
define neural network 4,dictionary
define gravity 0,dictionary
define gravity 1,dictionary
define gravity 2,dictionary
meaning of algorithm 3,dictionary
word meaning 4,dictionary
define neural network 0,dictionary
word meaning 1,dictionary
meaning of algorithm 2,dictionary
define neural network 3,dictionary
word meaning 4,dictionary
meaning of algorithm 0,dictionary
define neural network 1,dictionary
meaning of algorithm 2,dictionary
define neural network 3,dictionary
define gravity 4,dictionary
define gravity 0,dictionary
define neural network 1,dictionary
define gravity 2,dictionary
word meaning 3,dictionary
define gravity 4,dictionary
define neural network 0,dictionary
define gravity 1,dictionary
define neural network 2,dictionary
word meaning 3,dictionary
word meaning 4,dictionary
word meaning 0,dictionary
word meaning 1,dictionary
word meaning 2,dictionary
define neural network 3,dictionary
word meaning 4,dictionary
meaning of algorithm 0,dictionary
meaning of algorithm 1,dictionary
meaning of algorithm 2,dictionary
define gravity 3,dictionary
word meaning 4,dictionary
word meaning 0,dictionary
meaning of algorithm 1,dictionary
define gravity 2,dictionary
meaning of algorithm 3,dictionary
define gravity 4,dictionary
play podcast 0,podcast_audiobook
start audiobook 1,podcast_audiobook
resume audiobook 2,podcast_audiobook
start audiobook 3,podcast_audiobook
resume audiobook 4,podcast_audiobook
play podcast 0,podcast_audiobook
continue podcast 1,podcast_audiobook
play podcast 2,podcast_audiobook
continue podcast 3,podcast_audiobook
play podcast 4,podcast_audiobook
continue podcast 0,podcast_audiobook
resume audiobook 1,podcast_audiobook
resume audiobook 2,podcast_audiobook
start audiobook 3,podcast_audiobook
resume audiobook 4,podcast_audiobook
resume audiobook 0,podcast_audiobook
resume audiobook 1,podcast_audiobook
continue podcast 2,podcast_audiobook
resume audiobook 3,podcast_audiobook
play podcast 4,podcast_audiobook
resume audiobook 0,podcast_audiobook
play podcast 1,podcast_audiobook
start audiobook 2,podcast_audiobook
resume audiobook 3,podcast_audiobook
start audiobook 4,podcast_audiobook
resume audiobook 0,podcast_audiobook
resume audiobook 1,podcast_audiobook
play podcast 2,podcast_audiobook
play podcast 3,podcast_audiobook
start audiobook 4,podcast_audiobook
start audiobook 0,podcast_audiobook
resume audiobook 1,podcast_audiobook
play podcast 2,podcast_audiobook
resume audiobook 3,podcast_audiobook
resume audiobook 4,podcast_audiobook
resume audiobook 0,podcast_audiobook
play podcast 1,podcast_audiobook
continue podcast 2,podcast_audiobook
play podcast 3,podcast_audiobook
continue podcast 4,podcast_audiobook
resume audiobook 0,podcast_audiobook
resume audiobook 1,podcast_audiobook
play podcast 2,podcast_audiobook
continue podcast 3,podcast_audiobook
continue podcast 4,podcast_audiobook
continue podcast 0,podcast_audiobook
resume audiobook 1,podcast_audiobook
resume audiobook 2,podcast_audiobook
play podcast 3,podcast_audiobook
start audiobook 4,podcast_audiobook
continue podcast 0,podcast_audiobook
start audiobook 1,podcast_audiobook
play podcast 2,podcast_audiobook
continue podcast 3,podcast_audiobook
resume audiobook 4,podcast_audiobook
play podcast 0,podcast_audiobook
start audiobook 1,podcast_audiobook
continue podcast 2,podcast_audiobook
continue podcast 3,podcast_audiobook
play podcast 4,podcast_audiobook
start audiobook 0,podcast_audiobook
continue podcast 1,podcast_audiobook
play podcast 2,podcast_audiobook
start audiobook 3,podcast_audiobook
start audiobook 4,podcast_audiobook
start audiobook 0,podcast_audiobook
continue podcast 1,podcast_audiobook
play podcast 2,podcast_audiobook
play podcast 3,podcast_audiobook
play podcast 4,podcast_audiobook
start audiobook 0,podcast_audiobook
resume audiobook 1,podcast_audiobook
play podcast 2,podcast_audiobook
play podcast 3,podcast_audiobook
play podcast 4,podcast_audiobook
continue podcast 0,podcast_audiobook
continue podcast 1,podcast_audiobook
resume audiobook 2,podcast_audiobook
continue podcast 3,podcast_audiobook
play podcast 4,podcast_audiobook
play podcast 0,podcast_audiobook
play podcast 1,podcast_audiobook
continue podcast 2,podcast_audiobook
resume audiobook 3,podcast_audiobook
play podcast 4,podcast_audiobook
play podcast 0,podcast_audiobook
continue podcast 1,podcast_audiobook
continue podcast 2,podcast_audiobook
resume audiobook 3,podcast_audiobook
start audiobook 4,podcast_audiobook
play podcast 0,podcast_audiobook
continue podcast 1,podcast_audiobook
resume audiobook 2,podcast_audiobook
play podcast 3,podcast_audiobook
continue podcast 4,podcast_audiobook
start audiobook 0,podcast_audiobook
continue podcast 1,podcast_audiobook
start audiobook 2,podcast_audiobook
continue podcast 3,podcast_audiobook
start audiobook 4,podcast_audiobook
continue podcast 0,podcast_audiobook
start audiobook 1,podcast_audiobook
resume audiobook 2,podcast_audiobook
resume audiobook 3,podcast_audiobook
continue podcast 4,podcast_audiobook
play podcast 0,podcast_audiobook
play podcast 1,podcast_audiobook
resume audiobook 2,podcast_audiobook
continue podcast 3,podcast_audiobook
play podcast 4,podcast_audiobook
continue podcast 0,podcast_audiobook
start audiobook 1,podcast_audiobook
continue podcast 2,podcast_audiobook
play podcast 3,podcast_audiobook
play podcast 4,podcast_audiobook
play podcast 0,podcast_audiobook
continue podcast 1,podcast_audiobook
start audiobook 2,podcast_audiobook
play podcast 3,podcast_audiobook
continue podcast 4,podcast_audiobook
continue podcast 0,podcast_audiobook
resume audiobook 1,podcast_audiobook
continue podcast 2,podcast_audiobook
resume audiobook 3,podcast_audiobook
play podcast 4,podcast_audiobook
start audiobook 0,podcast_audiobook
play podcast 1,podcast_audiobook
start audiobook 2,podcast_audiobook
resume audiobook 3,podcast_audiobook
resume audiobook 4,podcast_audiobook
resume audiobook 0,podcast_audiobook
continue podcast 1,podcast_audiobook
continue podcast 2,podcast_audiobook
start audiobook 3,podcast_audiobook
play podcast 4,podcast_audiobook
play podcast 0,podcast_audiobook
continue podcast 1,podcast_audiobook
resume audiobook 2,podcast_audiobook
resume audiobook 3,podcast_audiobook
start audiobook 4,podcast_audiobook
start audiobook 0,podcast_audiobook
play podcast 1,podcast_audiobook
play podcast 2,podcast_audiobook
continue podcast 3,podcast_audiobook
play podcast 4,podcast_audiobook
start audiobook 0,podcast_audiobook
play podcast 1,podcast_audiobook
play podcast 2,podcast_audiobook
resume audiobook 3,podcast_audiobook
continue podcast 4,podcast_audiobook
continue podcast 0,podcast_audiobook
start audiobook 1,podcast_audiobook
start audiobook 2,podcast_audiobook
start audiobook 3,podcast_audiobook
play podcast 4,podcast_audiobook
play podcast 0,podcast_audiobook
continue podcast 1,podcast_audiobook
continue podcast 2,podcast_audiobook
start audiobook 3,podcast_audiobook
play podcast 4,podcast_audiobook
resume audiobook 0,podcast_audiobook
resume audiobook 1,podcast_audiobook
continue podcast 2,podcast_audiobook
play podcast 3,podcast_audiobook
continue podcast 4,podcast_audiobook
play podcast 0,podcast_audiobook
play podcast 1,podcast_audiobook
resume audiobook 2,podcast_audiobook
start audiobook 3,podcast_audiobook
start audiobook 4,podcast_audiobook
device status 0,device_status
are lights on 1,device_status
is door locked 2,device_status
device status 3,device_status
device status 4,device_status
device status 0,device_status
is door locked 1,device_status
are lights on 2,device_status
device status 3,device_status
device status 4,device_status
device status 0,device_status
are lights on 1,device_status
device status 2,device_status
device status 3,device_status
is door locked 4,device_status
is door locked 0,device_status
is door locked 1,device_status
device status 2,device_status
are lights on 3,device_status
is door locked 4,device_status
device status 0,device_status
are lights on 1,device_status
are lights on 2,device_status
are lights on 3,device_status
is door locked 4,device_status
are lights on 0,device_status
device status 1,device_status
device status 2,device_status
device status 3,device_status
are lights on 4,device_status
is door locked 0,device_status
are lights on 1,device_status
device status 2,device_status
device status 3,device_status
wifi status 4,device_status
device status 0,device_status
is door locked 1,device_status
device status 2,device_status
are lights on 3,device_status
wifi status 4,device_status
are lights on 0,device_status
wifi status 1,device_status
is door locked 2,device_status
device status 3,device_status
wifi status 4,device_status
wifi status 0,device_status
wifi status 1,device_status
is door locked 2,device_status
is door locked 3,device_status
device status 4,device_status
wifi status 0,device_status
are lights on 1,device_status
are lights on 2,device_status
is door locked 3,device_status
is door locked 4,device_status
is door locked 0,device_status
are lights on 1,device_status
device status 2,device_status
wifi status 3,device_status
is door locked 4,device_status
device status 0,device_status
is door locked 1,device_status
are lights on 2,device_status
are lights on 3,device_status
are lights on 4,device_status
wifi status 0,device_status
are lights on 1,device_status
device status 2,device_status
are lights on 3,device_status
device status 4,device_status
device status 0,device_status
device status 1,device_status
is door locked 2,device_status
device status 3,device_status
are lights on 4,device_status
are lights on 0,device_status
wifi status 1,device_status
is door locked 2,device_status
wifi status 3,device_status
wifi status 4,device_status
device status 0,device_status
is door locked 1,device_status
are lights on 2,device_status
are lights on 3,device_status
are lights on 4,device_status
are lights on 0,device_status
is door locked 1,device_status
are lights on 2,device_status
wifi status 3,device_status
wifi status 4,device_status
is door locked 0,device_status
wifi status 1,device_status
are lights on 2,device_status
wifi status 3,device_status
is door locked 4,device_status
device status 0,device_status
is door locked 1,device_status
wifi status 2,device_status
are lights on 3,device_status
is door locked 4,device_status
are lights on 0,device_status
wifi status 1,device_status
is door locked 2,device_status
is door locked 3,device_status
device status 4,device_status
are lights on 0,device_status
device status 1,device_status
device status 2,device_status
is door locked 3,device_status
is door locked 4,device_status
wifi status 0,device_status
device status 1,device_status
device status 2,device_status
device status 3,device_status
wifi status 4,device_status
is door locked 0,device_status
are lights on 1,device_status
wifi status 2,device_status
is door locked 3,device_status
device status 4,device_status
wifi status 0,device_status
device status 1,device_status
device status 2,device_status
wifi status 3,device_status
device status 4,device_status
is door locked 0,device_status
device status 1,device_status
device status 2,device_status
is door locked 3,device_status
is door locked 4,device_status
are lights on 0,device_status
are lights on 1,device_status
device status 2,device_status
device status 3,device_status
is door locked 4,device_status
are lights on 0,device_status
device status 1,device_status
are lights on 2,device_status
are lights on 3,device_status
wifi status 4,device_status
device status 0,device_status
wifi status 1,device_status
wifi status 2,device_status
wifi status 3,device_status
device status 4,device_status
wifi status 0,device_status
is door locked 1,device_status
device status 2,device_status
device status 3,device_status
wifi status 4,device_status
are lights on 0,device_status
device status 1,device_status
are lights on 2,device_status
device status 3,device_status
device status 4,device_status
device status 0,device_status
device status 1,device_status
wifi status 2,device_status
wifi status 3,device_status
are lights on 4,device_status
are lights on 0,device_status
wifi status 1,device_status
are lights on 2,device_status
wifi status 3,device_status
are lights on 4,device_status
device status 0,device_status
is door locked 1,device_status
device status 2,device_status
device status 3,device_status
are lights on 4,device_status
quiz time 0,games_trivia
quiz time 1,games_trivia
fun game 2,games_trivia
quiz time 3,games_trivia
start trivia 4,games_trivia
fun game 0,games_trivia
fun game 1,games_trivia
quiz time 2,games_trivia
start trivia 3,games_trivia
play a game 4,games_trivia
start trivia 0,games_trivia
quiz time 1,games_trivia
fun game 2,games_trivia
quiz time 3,games_trivia
fun game 4,games_trivia
fun game 0,games_trivia
fun game 1,games_trivia
play a game 2,games_trivia
quiz time 3,games_trivia
fun game 4,games_trivia
fun game 0,games_trivia
start trivia 1,games_trivia
play a game 2,games_trivia
play a game 3,games_trivia
start trivia 4,games_trivia
start trivia 0,games_trivia
fun game 1,games_trivia
start trivia 2,games_trivia
fun game 3,games_trivia
fun game 4,games_trivia
fun game 0,games_trivia
start trivia 1,games_trivia
fun game 2,games_trivia
quiz time 3,games_trivia
play a game 4,games_trivia
fun game 0,games_trivia
fun game 1,games_trivia
start trivia 2,games_trivia
quiz time 3,games_trivia
quiz time 4,games_trivia
play a game 0,games_trivia
start trivia 1,games_trivia
fun game 2,games_trivia
play a game 3,games_trivia
start trivia 4,games_trivia
quiz time 0,games_trivia
quiz time 1,games_trivia
quiz time 2,games_trivia
fun game 3,games_trivia
start trivia 4,games_trivia
start trivia 0,games_trivia
fun game 1,games_trivia
play a game 2,games_trivia
start trivia 3,games_trivia
quiz time 4,games_trivia
quiz time 0,games_trivia
quiz time 1,games_trivia
quiz time 2,games_trivia
start trivia 3,games_trivia
fun game 4,games_trivia
fun game 0,games_trivia
play a game 1,games_trivia
fun game 2,games_trivia
play a game 3,games_trivia
play a game 4,games_trivia
quiz time 0,games_trivia
quiz time 1,games_trivia
play a game 2,games_trivia
start trivia 3,games_trivia
fun game 4,games_trivia
start trivia 0,games_trivia
start trivia 1,games_trivia
play a game 2,games_trivia
fun game 3,games_trivia
play a game 4,games_trivia
start trivia 0,games_trivia
quiz time 1,games_trivia
play a game 2,games_trivia
quiz time 3,games_trivia
start trivia 4,games_trivia
play a game 0,games_trivia
play a game 1,games_trivia
quiz time 2,games_trivia
play a game 3,games_trivia
play a game 4,games_trivia
fun game 0,games_trivia
play a game 1,games_trivia
quiz time 2,games_trivia
play a game 3,games_trivia
quiz time 4,games_trivia
play a game 0,games_trivia
fun game 1,games_trivia
start trivia 2,games_trivia
start trivia 3,games_trivia
fun game 4,games_trivia
start trivia 0,games_trivia
play a game 1,games_trivia
start trivia 2,games_trivia
quiz time 3,games_trivia
play a game 4,games_trivia
play a game 0,games_trivia
play a game 1,games_trivia
fun game 2,games_trivia
start trivia 3,games_trivia
fun game 4,games_trivia
quiz time 0,games_trivia
quiz time 1,games_trivia
start trivia 2,games_trivia
start trivia 3,games_trivia
fun game 4,games_trivia
play a game 0,games_trivia
quiz time 1,games_trivia
start trivia 2,games_trivia
quiz time 3,games_trivia
quiz time 4,games_trivia
start trivia 0,games_trivia
quiz time 1,games_trivia
quiz time 2,games_trivia
play a game 3,games_trivia
quiz time 4,games_trivia
fun game 0,games_trivia
start trivia 1,games_trivia
play a game 2,games_trivia
fun game 3,games_trivia
play a game 4,games_trivia
fun game 0,games_trivia
play a game 1,games_trivia
start trivia 2,games_trivia
play a game 3,games_trivia
fun game 4,games_trivia
play a game 0,games_trivia
fun game 1,games_trivia
fun game 2,games_trivia
quiz time 3,games_trivia
quiz time 4,games_trivia
fun game 0,games_trivia
start trivia 1,games_trivia
play a game 2,games_trivia
quiz time 3,games_trivia
play a game 4,games_trivia
start trivia 0,games_trivia
fun game 1,games_trivia
start trivia 2,games_trivia
quiz time 3,games_trivia
start trivia 4,games_trivia
quiz time 0,games_trivia
play a game 1,games_trivia
play a game 2,games_trivia
start trivia 3,games_trivia
start trivia 4,games_trivia
quiz time 0,games_trivia
start trivia 1,games_trivia
play a game 2,games_trivia
start trivia 3,games_trivia
play a game 4,games_trivia
play a game 0,games_trivia
quiz time 1,games_trivia
quiz time 2,games_trivia
start trivia 3,games_trivia
quiz time 4,games_trivia
fun game 0,games_trivia
play a game 1,games_trivia
quiz time 2,games_trivia
start trivia 3,games_trivia
play a game 4,games_trivia
start trivia 0,games_trivia
start trivia 1,games_trivia
start trivia 2,games_trivia
quiz time 3,games_trivia
quiz time 4,games_trivia
open youtube 0,open_website
open website 1,open_website
open website 2,open_website
launch github 3,open_website
open website 4,open_website
go to google 0,open_website
open website 1,open_website
open youtube 2,open_website
open youtube 3,open_website
open youtube 4,open_website
open website 0,open_website
open website 1,open_website
launch github 2,open_website
go to google 3,open_website
open youtube 4,open_website
open website 0,open_website
go to google 1,open_website
launch github 2,open_website
launch github 3,open_website
open website 4,open_website
open website 0,open_website
open youtube 1,open_website
go to google 2,open_website
open youtube 3,open_website
go to google 4,open_website
launch github 0,open_website
open website 1,open_website
open website 2,open_website
open youtube 3,open_website
open website 4,open_website
launch github 0,open_website
launch github 1,open_website
open youtube 2,open_website
open youtube 3,open_website
go to google 4,open_website
launch github 0,open_website
go to google 1,open_website
launch github 2,open_website
launch github 3,open_website
open website 4,open_website
launch github 0,open_website
open website 1,open_website
go to google 2,open_website
open youtube 3,open_website
open youtube 4,open_website
open youtube 0,open_website
launch github 1,open_website
open website 2,open_website
open youtube 3,open_website
open youtube 4,open_website
open youtube 0,open_website
go to google 1,open_website
launch github 2,open_website
open website 3,open_website
launch github 4,open_website
open youtube 0,open_website
launch github 1,open_website
launch github 2,open_website
open youtube 3,open_website
go to google 4,open_website
open youtube 0,open_website
go to google 1,open_website
open website 2,open_website
launch github 3,open_website
launch github 4,open_website
open website 0,open_website
open website 1,open_website
open youtube 2,open_website
go to google 3,open_website
open website 4,open_website
open youtube 0,open_website
open youtube 1,open_website
launch github 2,open_website
launch github 3,open_website
launch github 4,open_website
open youtube 0,open_website
go to google 1,open_website
open website 2,open_website
launch github 3,open_website
launch github 4,open_website
launch github 0,open_website
launch github 1,open_website
open website 2,open_website
go to google 3,open_website
go to google 4,open_website
open youtube 0,open_website
go to google 1,open_website
launch github 2,open_website
open youtube 3,open_website
launch github 4,open_website
launch github 0,open_website
open youtube 1,open_website
go to google 2,open_website
launch github 3,open_website
launch github 4,open_website
open youtube 0,open_website
launch github 1,open_website
go to google 2,open_website
open youtube 3,open_website
open youtube 4,open_website
launch github 0,open_website
launch github 1,open_website
open youtube 2,open_website
open youtube 3,open_website
open youtube 4,open_website
open website 0,open_website
open website 1,open_website
launch github 2,open_website
launch github 3,open_website
launch github 4,open_website
open youtube 0,open_website
open youtube 1,open_website
open youtube 2,open_website
open website 3,open_website
go to google 4,open_website
launch github 0,open_website
go to google 1,open_website
open youtube 2,open_website
go to google 3,open_website
go to google 4,open_website
open website 0,open_website
go to google 1,open_website
go to google 2,open_website
launch github 3,open_website
open website 4,open_website
open website 0,open_website
open youtube 1,open_website
open youtube 2,open_website
launch github 3,open_website
launch github 4,open_website
open youtube 0,open_website
open youtube 1,open_website
open website 2,open_website
open youtube 3,open_website
open youtube 4,open_website
launch github 0,open_website
launch github 1,open_website
launch github 2,open_website
launch github 3,open_website
go to google 4,open_website
launch github 0,open_website
open youtube 1,open_website
go to google 2,open_website
open website 3,open_website
launch github 4,open_website
open youtube 0,open_website
open website 1,open_website
open website 2,open_website
launch github 3,open_website
launch github 4,open_website
go to google 0,open_website
open youtube 1,open_website
open youtube 2,open_website
launch github 3,open_website
open website 4,open_website
launch github 0,open_website
open website 1,open_website
launch github 2,open_website
go to google 3,open_website
open website 4,open_website
launch github 0,open_website
open youtube 1,open_website
open youtube 2,open_website
go to google 3,open_website
launch github 4,open_website
launch github 0,open_website
go to google 1,open_website
go to google 2,open_website
go to google 3,open_website
launch github 4,open_website
set alarm by 7 o clock in evening,alarm
